DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend,IsHoliday,HolidayName,SpecialDays,FinancialYear,FinancialQuater,FinancialMonth,FirstDateofYear,LastDateofYear,FirstDateofQuater,LastDateofQuater,FirstDateofMonth,LastDateofMonth,FirstDateofWeek,LastDateofWeek,CurrentYear,CurrentQuater,CurrentMonth,CurrentWeek,CurrentDay
20161016,2016-10-16,16,th,1,Sunday,SUN,S,16,290,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1954
20161017,2016-10-17,17,th,2,Monday,MON,M,17,291,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1953
20161018,2016-10-18,18,th,3,Tuesday,TUE,T,18,292,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1952
20161019,2016-10-19,19,th,4,Wednesday,WED,W,19,293,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1951
20161020,2016-10-20,20,th,5,Thursday,THU,T,20,294,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1950
20161021,2016-10-21,21,st,6,Friday,FRI,F,21,295,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1949
20161022,2016-10-22,22,nd,7,Saturday,SAT,S,22,296,4,43,10,October,OCT,O,4,fourth,2016,102016,2016OCT,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-16,2016-10-22,-6,-21,-64,-279,-1948
20161023,2016-10-23,23,rd,1,Sunday,SUN,S,23,297,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1947
20161024,2016-10-24,24,th,2,Monday,MON,M,24,298,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1946
20161025,2016-10-25,25,th,3,Tuesday,TUE,T,25,299,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1945
20161026,2016-10-26,26,th,4,Wednesday,WED,W,26,300,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1944
20161027,2016-10-27,27,th,5,Thursday,THU,T,27,301,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1943
20161028,2016-10-28,28,th,6,Friday,FRI,F,28,302,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1942
20161029,2016-10-29,29,th,7,Saturday,SAT,S,29,303,5,44,10,October,OCT,O,4,fourth,2016,102016,2016OCT,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-23,2016-10-29,-6,-21,-64,-278,-1941
20161030,2016-10-30,30,th,1,Sunday,SUN,S,30,304,6,45,10,October,OCT,O,4,fourth,2016,102016,2016OCT,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-30,2016-11-05,-6,-21,-64,-277,-1940
20161031,2016-10-31,31,st,2,Monday,MON,M,31,305,6,45,10,October,OCT,O,4,fourth,2016,102016,2016OCT,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-10-01,2016-10-31,2016-10-30,2016-11-05,-6,-21,-64,-277,-1939
20161101,2016-11-01,1,st,3,Tuesday,TUE,T,1,306,1,45,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-10-30,2016-11-05,-6,-21,-63,-277,-1938
20161102,2016-11-02,2,nd,4,Wednesday,WED,W,2,307,1,45,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-10-30,2016-11-05,-6,-21,-63,-277,-1937
20161103,2016-11-03,3,rd,5,Thursday,THU,T,3,308,1,45,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-10-30,2016-11-05,-6,-21,-63,-277,-1936
20161104,2016-11-04,4,th,6,Friday,FRI,F,4,309,1,45,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-10-30,2016-11-05,-6,-21,-63,-277,-1935
20161105,2016-11-05,5,th,7,Saturday,SAT,S,5,310,1,45,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-10-30,2016-11-05,-6,-21,-63,-277,-1934
20161106,2016-11-06,6,th,1,Sunday,SUN,S,6,311,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1933
20161107,2016-11-07,7,th,2,Monday,MON,M,7,312,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1932
20161108,2016-11-08,8,th,3,Tuesday,TUE,T,8,313,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1931
20161109,2016-11-09,9,th,4,Wednesday,WED,W,9,314,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1930
20161110,2016-11-10,10,th,5,Thursday,THU,T,10,315,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1929
20161111,2016-11-11,11,th,6,Friday,FRI,F,11,316,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1928
20161112,2016-11-12,12,th,7,Saturday,SAT,S,12,317,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-06,2016-11-12,-6,-21,-63,-276,-1927
20161113,2016-11-13,13,th,1,Sunday,SUN,S,13,318,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1926
20161114,2016-11-14,14,th,2,Monday,MON,M,14,319,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1925
20161115,2016-11-15,15,th,3,Tuesday,TUE,T,15,320,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1924
20161116,2016-11-16,16,th,4,Wednesday,WED,W,16,321,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1923
20161117,2016-11-17,17,th,5,Thursday,THU,T,17,322,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1922
20161118,2016-11-18,18,th,6,Friday,FRI,F,18,323,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1921
20161119,2016-11-19,19,th,7,Saturday,SAT,S,19,324,3,47,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-13,2016-11-19,-6,-21,-63,-275,-1920
20161120,2016-11-20,20,th,1,Sunday,SUN,S,20,325,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1919
20161121,2016-11-21,21,st,2,Monday,MON,M,21,326,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1918
20161122,2016-11-22,22,nd,3,Tuesday,TUE,T,22,327,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1917
20161123,2016-11-23,23,rd,4,Wednesday,WED,W,23,328,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1916
20161124,2016-11-24,24,th,5,Thursday,THU,T,24,329,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1915
20161125,2016-11-25,25,th,6,Friday,FRI,F,25,330,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1914
20161126,2016-11-26,26,th,7,Saturday,SAT,S,26,331,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-20,2016-11-26,-6,-21,-63,-274,-1913
20161127,2016-11-27,27,th,1,Sunday,SUN,S,27,332,5,49,11,November,NOV,N,4,fourth,2016,112016,2016NOV,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-27,2016-12-03,-6,-21,-63,-273,-1912
20161128,2016-11-28,28,th,2,Monday,MON,M,28,333,5,49,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-27,2016-12-03,-6,-21,-63,-273,-1911
20161129,2016-11-29,29,th,3,Tuesday,TUE,T,29,334,5,49,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-27,2016-12-03,-6,-21,-63,-273,-1910
20161130,2016-11-30,30,th,4,Wednesday,WED,W,30,335,5,49,11,November,NOV,N,4,fourth,2016,112016,2016NOV,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-11-01,2016-11-30,2016-11-27,2016-12-03,-6,-21,-63,-273,-1909
20161201,2016-12-01,1,st,5,Thursday,THU,T,1,336,1,49,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-11-27,2016-12-03,-6,-21,-62,-273,-1908
20161202,2016-12-02,2,nd,6,Friday,FRI,F,2,337,1,49,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-11-27,2016-12-03,-6,-21,-62,-273,-1907
20161203,2016-12-03,3,rd,7,Saturday,SAT,S,3,338,1,49,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-11-27,2016-12-03,-6,-21,-62,-273,-1906
20161204,2016-12-04,4,th,1,Sunday,SUN,S,4,339,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1905
20161205,2016-12-05,5,th,2,Monday,MON,M,5,340,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1904
20161206,2016-12-06,6,th,3,Tuesday,TUE,T,6,341,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1903
20161207,2016-12-07,7,th,4,Wednesday,WED,W,7,342,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1902
20161208,2016-12-08,8,th,5,Thursday,THU,T,8,343,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1901
20161209,2016-12-09,9,th,6,Friday,FRI,F,9,344,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1900
20161210,2016-12-10,10,th,7,Saturday,SAT,S,10,345,2,50,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-04,2016-12-10,-6,-21,-62,-272,-1899
20161211,2016-12-11,11,th,1,Sunday,SUN,S,11,346,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1898
20161212,2016-12-12,12,th,2,Monday,MON,M,12,347,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1897
20161213,2016-12-13,13,th,3,Tuesday,TUE,T,13,348,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1896
20161214,2016-12-14,14,th,4,Wednesday,WED,W,14,349,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1895
20161215,2016-12-15,15,th,5,Thursday,THU,T,15,350,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1894
20161216,2016-12-16,16,th,6,Friday,FRI,F,16,351,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1893
20161217,2016-12-17,17,th,7,Saturday,SAT,S,17,352,3,51,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-11,2016-12-17,-6,-21,-62,-271,-1892
20161218,2016-12-18,18,th,1,Sunday,SUN,S,18,353,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1891
20161219,2016-12-19,19,th,2,Monday,MON,M,19,354,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1890
20161220,2016-12-20,20,th,3,Tuesday,TUE,T,20,355,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1889
20161221,2016-12-21,21,st,4,Wednesday,WED,W,21,356,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1888
20161222,2016-12-22,22,nd,5,Thursday,THU,T,22,357,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1887
20161223,2016-12-23,23,rd,6,Friday,FRI,F,23,358,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1886
20161224,2016-12-24,24,th,7,Saturday,SAT,S,24,359,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-18,2016-12-24,-6,-21,-62,-270,-1885
20161225,2016-12-25,25,th,1,Sunday,SUN,S,25,360,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,True,Christmas,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1884
20161226,2016-12-26,26,th,2,Monday,MON,M,26,361,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1883
20161227,2016-12-27,27,th,3,Tuesday,TUE,T,27,362,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1882
20161228,2016-12-28,28,th,4,Wednesday,WED,W,28,363,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1881
20161229,2016-12-29,29,th,5,Thursday,THU,T,29,364,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1880
20161230,2016-12-30,30,th,6,Friday,FRI,F,30,365,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,False,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1879
20161231,2016-12-31,31,st,7,Saturday,SAT,S,31,366,5,53,12,December,DEC,D,4,fourth,2016,122016,2016DEC,True,False,,,,,,2016-01-01,2016-12-31,2022-01-01,2022-03-31,2016-12-01,2016-12-31,2016-12-25,2016-12-31,-6,-21,-62,-269,-1878
20170101,2017-01-01,1,st,1,Sunday,SUN,S,1,1,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,True,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1877
20170102,2017-01-02,2,nd,2,Monday,MON,M,2,2,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1876
20170103,2017-01-03,3,rd,3,Tuesday,TUE,T,3,3,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1875
20170104,2017-01-04,4,th,4,Wednesday,WED,W,4,4,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1874
20170105,2017-01-05,5,th,5,Thursday,THU,T,5,5,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1873
20170106,2017-01-06,6,th,6,Friday,FRI,F,6,6,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1872
20170107,2017-01-07,7,th,7,Saturday,SAT,S,7,7,1,1,1,January,JAN,J,1,First,2017,012017,2017JAN,True,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-01,2017-01-07,-5,-20,-61,-268,-1871
20170108,2017-01-08,8,th,1,Sunday,SUN,S,8,8,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,True,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1870
20170109,2017-01-09,9,th,2,Monday,MON,M,9,9,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1869
20170110,2017-01-10,10,th,3,Tuesday,TUE,T,10,10,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1868
20170111,2017-01-11,11,th,4,Wednesday,WED,W,11,11,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1867
20170112,2017-01-12,12,th,5,Thursday,THU,T,12,12,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1866
20170113,2017-01-13,13,th,6,Friday,FRI,F,13,13,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1865
20170114,2017-01-14,14,th,7,Saturday,SAT,S,14,14,2,2,1,January,JAN,J,1,First,2017,012017,2017JAN,True,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-08,2017-01-14,-5,-20,-61,-267,-1864
20170115,2017-01-15,15,th,1,Sunday,SUN,S,15,15,3,3,1,January,JAN,J,1,First,2017,012017,2017JAN,True,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-15,2017-01-21,-5,-20,-61,-266,-1863
20170116,2017-01-16,16,th,2,Monday,MON,M,16,16,3,3,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-15,2017-01-21,-5,-20,-61,-266,-1862
20170117,2017-01-17,17,th,3,Tuesday,TUE,T,17,17,3,3,1,January,JAN,J,1,First,2017,012017,2017JAN,False,False,,,,,,2017-01-01,2017-12-31,2022-01-01,2022-03-31,2017-01-01,2017-01-31,2017-01-15,2017-01-21,-5,-20,-61,-266,-1861
